"episode","tottime","startsec","stopsec","startmin","stopmin","character","charas","cloneswap"
7,178,774,952,12.9,15.86666667,"Helena","Helena",0
7,93,1014,1107,16.9,18.45,"Sarah","Sarah",0
7,131,1014,1145,16.9,19.08333333,"Cosima","Cosima",0
7,23,1230,1253,20.5,20.88333333,"Helena","Helena",0
7,51,1253,1304,20.88333333,21.73333333,"Sarah","Sarah",0
7,28,1304,1332,21.73333333,22.2,"Helena","Helena",0
7,109,1332,1441,22.2,24.01666667,"Sarah","Sarah",0
7,49,1441,1490,24.01666667,24.83333333,"Cosima","Cosima",0
7,65,1526,1591,25.43333333,26.51666667,"Cosima","Cosima",0
7,34,1670,1704,27.83333333,28.4,"Cosima","Cosima",0
7,40,1704,1744,28.4,29.06666667,"Sarah","Sarah",0
7,71,1756,1827,29.26666667,30.45,"Sarah","Sarah",0
7,43,1827,1870,30.45,31.16666667,"Helena","Helena",0
7,105,1850,1955,30.83333333,32.58333333,"Sarah","Sarah",0
7,26,1976,2002,32.93333333,33.36666667,"Sarah","Sarah",0
7,102,2017,2119,33.61666667,35.31666667,"Sarah","Sarah",0
7,8,2136,2144,35.6,35.73333333,"Sarah","Sarah",0
7,37,2164,2201,36.06666667,36.68333333,"Helena","Helena",0
7,37,2164,2201,36.06666667,36.68333333,"Sarah","Sarah",0
7,64,2222,2286,37.03333333,38.1,"Helena","Helena",0
7,8,2285,2293,38.08333333,38.21666667,"Sarah","Sarah",0
7,4,2330,2334,38.83333333,38.9,"Sarah","Sarah",0
7,22,2346,2368,39.1,39.46666667,"Helena","Helena",0
7,52,2368,2420,39.46666667,40.33333333,"Sarah","Sarah",0
7,64,2420,2484,40.33333333,41.4,"Cosima","Cosima",0
8,100,55,155,0.916666667,2.583333333,"Sarah","Sarah",0
8,54,125,179,2.083333333,2.983333333,"Alison","Alison",0
8,81,281,362,4.683333333,6.033333333,"Sarah","Sarah",0
8,47,281,328,4.683333333,5.466666667,"Cosima","Cosima",0
8,74,362,436,6.033333333,7.266666667,"Alison","Alison",0
8,63,542,605,9.033333333,10.08333333,"Helena","Helena",0
8,90,605,695,10.08333333,11.58333333,"Sarah","Sarah",0
8,69,743,812,12.38333333,13.53333333,"Sarah","Beth",1
8,58,812,870,13.53333333,14.5,"Alison","Alison",0
8,51,870,921,14.5,15.35,"Sarah","Beth",1
8,57,936,993,15.6,16.55,"Alison","Alison",0
8,96,1071,1167,17.85,19.45,"Alison","Alison",0
8,134,1167,1301,19.45,21.68333333,"Cosima","Cosima",0
8,107,1301,1408,21.68333333,23.46666667,"Alison","Alison",0
8,129,1460,1589,24.33333333,26.48333333,"Sarah","Sarah",0
8,101,1488,1589,24.8,26.48333333,"Alison","Alison",0
8,26,1589,1615,26.48333333,26.91666667,"Helena","Helena",0
8,64,1660,1724,27.66666667,28.73333333,"Cosima","Cosima",0
8,147,1930,2077,32.16666667,34.61666667,"Sarah","Sarah",0
8,122,1955,2077,32.58333333,34.61666667,"Alison","Alison",0
8,165,2256,2421,37.6,40.35,"Sarah","Sarah",0
8,30,2345,2375,39.08333333,39.58333333,"Helena","Helena",0
8,102,2413,2515,40.21666667,41.91666667,"Helena","Helena",0
8,83,2432,2515,40.53333333,41.91666667,"Sarah","Sarah",0
9,25,0,25,0,0.416666667,"Sarah","Sarah",0
9,70,37,107,0.616666667,1.783333333,"Sarah","Sarah",0
9,53,54,107,0.9,1.783333333,"Alison","Alison",0
9,44,129,173,2.15,2.883333333,"Sarah","Sarah",0
9,40,173,213,2.883333333,3.55,"Sarah","Sarah",0
9,28,213,241,3.55,4.016666667,"Helena","Helena",0
9,28,241,269,4.016666667,4.483333333,"Sarah","Sarah",0
9,65,347,412,5.783333333,6.866666667,"Helena","Helena",0
9,20,394,414,6.566666667,6.9,"Sarah","Sarah",0
9,117,475,592,7.916666667,9.866666667,"Alison","Alison",0
9,64,592,656,9.866666667,10.93333333,"Cosima","Cosima",0
9,95,592,687,9.866666667,11.45,"Sarah","Sarah",0
9,49,687,736,11.45,12.26666667,"Helena","Helena",0
9,33,736,769,12.26666667,12.81666667,"Sarah","Sarah",0
9,65,769,834,12.81666667,13.9,"Cosima","Cosima",0
9,49,834,883,13.9,14.71666667,"Sarah","Sarah",0
9,14,883,897,14.71666667,14.95,"Sarah","Beth",1
9,139,897,1036,14.95,17.26666667,"Alison","Alison",0
9,76,1036,1112,17.26666667,18.53333333,"Sarah","Beth",1
9,28,1112,1140,18.53333333,19,"Helena","Helena",0
9,252,1140,1392,19,23.2,"Sarah","Sarah",0
9,86,1140,1226,19,20.43333333,"Cosima","Cosima",0
9,88,1392,1480,23.2,24.66666667,"Cosima","Cosima",0
9,108,1480,1588,24.66666667,26.46666667,"Alison","Alison",0
9,21,1613,1634,26.88333333,27.23333333,"Helena","Helena",0
9,47,1634,1681,27.23333333,28.01666667,"Sarah","Sarah",0
9,70,1681,1751,28.01666667,29.18333333,"Cosima","Cosima",0
9,32,1802,1834,30.03333333,30.56666667,"Helena","Helena",0
9,107,1813,1920,30.21666667,32,"Sarah","Sarah",0
9,102,1920,2022,32,33.7,"Alison","Alison",0
9,283,2022,2305,33.7,38.41666667,"Sarah","Sarah",0
9,229,2050,2279,34.16666667,37.98333333,"Helena","Helena",0
9,11,2351,2362,39.18333333,39.36666667,"Rachel","Rachel",0
9,131,2386,2517,39.76666667,41.95,"Sarah","Sarah",0
10,117,0,117,0,1.95,"Sarah","Sarah",0
10,47,70,117,1.166666667,1.95,"Helena","Helena",0
10,100,152,252,2.533333333,4.2,"Sarah","Sarah",0
10,78,152,230,2.533333333,3.833333333,"Helena","Helena",0
10,63,252,315,4.2,5.25,"Sarah","Sarah",0
10,146,315,461,5.25,7.683333333,"Alison","Alison",0
10,41,498,539,8.3,8.983333333,"Cosima","Cosima",0
10,105,539,644,8.983333333,10.73333333,"Sarah","Sarah",0
10,51,644,695,10.73333333,11.58333333,"Cosima","Cosima",0
10,349,695,1044,11.58333333,17.4,"Sarah","Sarah",0
10,144,754,898,12.56666667,14.96666667,"Rachel","Rachel",0
10,146,898,1044,14.96666667,17.4,"Alison","Alison",0
10,122,922,1044,15.36666667,17.4,"Cosima","Cosima",0
10,198,1117,1315,18.61666667,21.91666667,"Alison","Alison",0
10,53,1366,1419,22.76666667,23.65,"Alison","Alison",0
10,99,1419,1518,23.65,25.3,"Sarah","Sarah",0
10,139,1518,1657,25.3,27.61666667,"Cosima","Cosima",0
10,88,1657,1745,27.61666667,29.08333333,"Helena","Sarah",1
10,35,1745,1780,29.08333333,29.66666667,"Sarah","Sarah",0
10,49,1780,1829,29.66666667,30.48333333,"Alison","Alison",0
10,56,1829,1885,30.48333333,31.41666667,"Cosima","Cosima",0
10,49,1885,1934,31.41666667,32.23333333,"Sarah","Sarah",0
10,34,1934,1968,32.23333333,32.8,"Cosima","Cosima",0
10,202,1968,2170,32.8,36.16666667,"Sarah","Sarah",0
10,140,2015,2155,33.58333333,35.91666667,"Helena","Helena",0
10,20,2170,2190,36.16666667,36.5,"Cosima","Cosima",0
10,21,2190,2211,36.5,36.85,"Rachel","Rachel",0
10,25,2196,2221,36.6,37.01666667,"Sarah","Sarah",0
10,25,2221,2246,37.01666667,37.43333333,"Alison","Alison",0
10,14,2246,2260,37.43333333,37.66666667,"Rachel","Rachel",0
10,45,2260,2305,37.66666667,38.41666667,"Alison","Alison",0
10,48,2305,2353,38.41666667,39.21666667,"Sarah","Sarah",0
10,43,2353,2396,39.21666667,39.93333333,"Cosima","Cosima",0
10,37,2364,2401,39.4,40.01666667,"Sarah","Sarah",0
10,36,2439,2475,40.65,41.25,"Rachel","Rachel",0
10,29,2475,2504,41.25,41.73333333,"Cosima","Cosima",0
10,41,2504,2545,41.73333333,42.41666667,"Sarah","Sarah",0
11,321,0,321,0,5.35,"Sarah","Sarah",0
11,27,127,154,2.116666667,2.566666667,"Rachel","Rachel",0
11,98,321,419,5.35,6.983333333,"Sarah","Sarah",0
11,17,428,445,7.133333333,7.416666667,"Sarah","Sarah",0
11,72,445,517,7.416666667,8.616666667,"Cosima","Cosima",0
11,150,517,667,8.616666667,11.11666667,"Alison","Alison",0
11,21,667,688,11.11666667,11.46666667,"Rachel","Rachel",0
11,34,718,752,11.96666667,12.53333333,"Sarah","Sarah",0
11,68,784,852,13.06666667,14.2,"Sarah","Sarah",0
11,35,817,852,13.61666667,14.2,"Cosima","Cosima",0
11,88,852,940,14.2,15.66666667,"Alison","Alison",0
11,20,940,960,15.66666667,16,"Cosima","Cosima",0
11,139,1046,1185,17.43333333,19.75,"Alison","Alison",0
11,73,1219,1292,20.31666667,21.53333333,"Sarah","Sarah",0
11,14,1240,1254,20.66666667,20.9,"Alison","Alison",0
11,104,1298,1402,21.63333333,23.36666667,"Rachel","Rachel",0
11,20,1402,1422,23.36666667,23.7,"Sarah","Sarah",0
11,236,1462,1698,24.36666667,28.3,"Sarah","Sarah",0
11,156,1542,1698,25.7,28.3,"Cosima","Cosima",0
11,64,1597,1661,26.61666667,27.68333333,"Alison","Alison",0
11,35,1698,1733,28.3,28.88333333,"Rachel","Rachel",0
11,28,1707,1735,28.45,28.91666667,"Sarah","Sarah",0
11,64,1733,1797,28.88333333,29.95,"Alison","Alison",0
11,128,1809,1937,30.15,32.28333333,"Sarah","Cosima",1
11,47,1937,1984,32.28333333,33.06666667,"Sarah","Sarah",0
11,19,1998,2017,33.3,33.61666667,"Sarah","Cosima",1
11,177,2017,2194,33.61666667,36.56666667,"Rachel","Rachel",0
11,15,2094,2109,34.9,35.15,"Sarah","Cosima",1
11,246,2109,2355,35.15,39.25,"Sarah","Sarah",0
11,55,2355,2410,39.25,40.16666667,"Helena","Helena",0
12,35,0,35,0,0.583333333,"Helena","Helena",0
12,69,35,104,0.583333333,1.733333333,"Sarah","Sarah",0
12,41,104,145,1.733333333,2.416666667,"Sarah","Sarah",0
12,149,145,294,2.416666667,4.9,"Alison","Alison",0
12,49,370,419,6.166666667,6.983333333,"Cosima","Cosima",0
12,247,419,666,6.983333333,11.1,"Sarah","Sarah",0
12,90,666,756,11.1,12.6,"Cosima","Cosima",0
12,215,756,971,12.6,16.18333333,"Alison","Alison",0
12,104,971,1075,16.18333333,17.91666667,"Sarah","Sarah",0
12,12,1165,1177,19.41666667,19.61666667,"Helena","Helena",0
12,129,1240,1369,20.66666667,22.81666667,"Helena","Helena",0
12,33,1369,1402,22.81666667,23.36666667,"Sarah","Sarah",0
12,186,1402,1588,23.36666667,26.46666667,"Alison","Alison",0
12,159,1588,1747,26.46666667,29.11666667,"Sarah","Sarah",0
12,190,1747,1937,29.11666667,32.28333333,"Cosima","Cosima",0
12,137,1800,1937,30,32.28333333,"Rachel","Rachel",0
12,203,1937,2140,32.28333333,35.66666667,"Sarah","Sarah",0
12,43,2163,2206,36.05,36.76666667,"Sarah","Sarah",0
12,69,2314,2383,38.56666667,39.71666667,"Alison","Alison",0
12,57,2342,2399,39.03333333,39.98333333,"Sarah","Sarah",0
13,91,0,91,0,1.516666667,"Sarah","Sarah",0
13,22,213,235,3.55,3.916666667,"Sarah","Sarah",0
13,30,281,311,4.683333333,5.183333333,"Sarah","Sarah",0
13,50,360,410,6,6.833333333,"Sarah","Sarah",0
13,60,410,470,6.833333333,7.833333333,"Alison","Alison",0
13,30,470,500,7.833333333,8.333333333,"Sarah","Sarah",0
13,85,500,585,8.333333333,9.75,"Cosima","Cosima",0
13,41,585,626,9.75,10.43333333,"Sarah","Sarah",0
13,88,646,734,10.76666667,12.23333333,"Helena","Helena",0
13,144,734,878,12.23333333,14.63333333,"Sarah","Sarah",0
13,124,878,1002,14.63333333,16.7,"Alison","Alison",0
13,63,1002,1065,16.7,17.75,"Sarah","Sarah",0
13,98,1142,1240,19.03333333,20.66666667,"Cosima","Cosima",0
13,114,1240,1354,20.66666667,22.56666667,"Sarah","Sarah",0
13,166,1354,1520,22.56666667,25.33333333,"Cosima","Cosima",0
13,58,1466,1524,24.43333333,25.4,"Alison","Alison",0
13,58,1546,1604,25.76666667,26.73333333,"Alison","Alison",0
13,219,1604,1823,26.73333333,30.38333333,"Sarah","Sarah",0
13,145,1823,1968,30.38333333,32.8,"Alison","Alison",0
13,37,1968,2005,32.8,33.41666667,"Sarah","Sarah",0
13,133,2196,2329,36.6,38.81666667,"Sarah","Sarah",0
13,129,2329,2458,38.81666667,40.96666667,"Helena","Helena",0
13,32,2458,2490,40.96666667,41.5,"Sarah","Sarah",0
14,110,0,110,0,1.833333333,"Sarah","Sarah",0
14,62,110,172,1.833333333,2.866666667,"Sarah","Sarah",0
14,67,202,269,3.366666667,4.483333333,"Helena","Helena",0
14,129,269,398,4.483333333,6.633333333,"Alison","Alison",0
14,93,398,491,6.633333333,8.183333333,"Sarah","Sarah",0
14,73,557,630,9.283333333,10.5,"Sarah","Sarah",0
14,223,652,875,10.86666667,14.58333333,"Helena","Helena",0
14,41,930,971,15.5,16.18333333,"Cosima","Cosima",0
14,19,952,971,15.86666667,16.18333333,"Sarah","Sarah",0
14,90,999,1089,16.65,18.15,"Cosima","Cosima",0
14,85,999,1084,16.65,18.06666667,"Sarah","Sarah",0
14,31,1100,1131,18.33333333,18.85,"Sarah","Sarah",0
14,104,1185,1289,19.75,21.48333333,"Alison","Alison",0
14,80,1289,1369,21.48333333,22.81666667,"Sarah","Sarah",0
14,61,1493,1554,24.88333333,25.9,"Sarah","Sarah",0
14,108,1554,1662,25.9,27.7,"Alison","Alison",0
14,73,1662,1735,27.7,28.91666667,"Sarah","Sarah",0
14,48,1808,1856,30.13333333,30.93333333,"Sarah","Sarah",0
14,21,1872,1893,31.2,31.55,"Sarah","Rachel",1
14,231,1893,2124,31.55,35.4,"Sarah","Sarah",0
14,115,1927,2042,32.11666667,34.03333333,"Cosima","Cosima",0
14,261,2157,2418,35.95,40.3,"Sarah","Sarah",0
14,110,2308,2418,38.46666667,40.3,"Helena","Helena",0
15,118,0,118,0,1.966666667,"Rachel","Rachel",0
15,98,118,216,1.966666667,3.6,"Helena","Helena",0
15,98,118,216,1.966666667,3.6,"Sarah","Sarah",0
15,61,257,318,4.283333333,5.3,"Rachel","Rachel",0
15,95,318,413,5.3,6.883333333,"Cosima","Cosima",0
15,76,413,489,6.883333333,8.15,"Sarah","Sarah",0
15,77,489,566,8.15,9.433333333,"Helena","Helena",0
15,131,618,749,10.3,12.48333333,"Rachel","Rachel",0
15,88,749,837,12.48333333,13.95,"Helena","Helena",0
15,73,927,1000,15.45,16.66666667,"Helena","Helena",0
15,9,1109,1118,18.48333333,18.63333333,"Sarah","Sarah",0
15,89,1207,1296,20.11666667,21.6,"Sarah","Sarah",0
15,41,1272,1313,21.2,21.88333333,"Helena","Helena",0
15,144,1359,1503,22.65,25.05,"Cosima","Cosima",0
15,221,1611,1832,26.85,30.53333333,"Sarah","Sarah",0
15,21,1832,1853,30.53333333,30.88333333,"Rachel","Rachel",0
15,41,1853,1894,30.88333333,31.56666667,"Helena","Helena",0
15,11,1894,1905,31.56666667,31.75,"Rachel","Rachel",0
15,8,1905,1913,31.75,31.88333333,"Helena","Helena",0
15,18,1913,1931,31.88333333,32.18333333,"Rachel","Rachel",0
15,8,1931,1939,32.18333333,32.31666667,"Sarah","Sarah",0
15,17,1939,1956,32.31666667,32.6,"Helena","Helena",0
15,53,1942,1995,32.36666667,33.25,"Rachel","Rachel",0
15,12,1995,2007,33.25,33.45,"Helena","Helena",0
15,20,2007,2027,33.45,33.78333333,"Sarah","Sarah",0
15,77,2027,2104,33.78333333,35.06666667,"Rachel","Rachel",0
15,226,2041,2267,34.01666667,37.78333333,"Helena","Helena",0
15,180,2087,2267,34.78333333,37.78333333,"Sarah","Sarah",0
